Pressure Volume
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan 33317.51899999999
nan 34575.539
1163923.5796567707 35864.83400000002
nan nan
797132.1377226607 38538.78600000001
657042.0139721908 39924.211
540311.3792120756 41342.446
nan nan
nan 44278.886999999995
300169.8669911061 45797.85899999999
244324.12668420392 47351.179
199232.76212326193 48939.229999999996
161106.80972190906 50562.395999999986
131500.4129099336 52221.06099999999
107540.03949893524 53915.60899999999
nan nan
69289.61372203431 57413.89000000001
nan 59218.391
44900.5881404234 61060.31099999999
36109.00499887261 62940.03399999999
28135.864291494425 64857.94400000001
22717.79264386822 66814.42500000002
18292.02016084179 68809.86199999998
14750.575429036704 70844.637
11694.497804083676 72919.13599999997
9407.23311404234 75033.741
7383.488929625454 77188.83700000003
5901.603002054366 79384.80899999998
4731.927793636478 81622.04000000001
3857.4474145434046 83900.91299999997
3191.6168246022794 86221.814
2585.754382660654 88585.126
2095.5492786696727 90991.232
1661.0856980722788 93440.518
1315.8906285378428 95933.36700000001
1064.6076104914694 98470.16299999997
851.6466129606175 101051.29000000001
687.1872427914404 103677.12999999998
533.0887351056721 106348.07000000004
439.9436578931279 109064.5
361.7260905023385 111826.79000000001
283.89388389185143 114635.33000000003
216.2404146703337 117490.51000000001
173.84158675157914 120392.69999999997
135.52442207770636 123342.30000000003
117.5740046132133 126339.68999999994
88.36955280032377 129385.25
64.31344539110972 132479.35999999993
50.395622824800846 135622.40999999995
31.604690298029936 138814.79
18.392503541267157 142056.87000000005
5.6002380783058605 145349.04
-2.772036500642384 148691.68999999997
-11.545563064630135 152085.18999999997
-22.071086492871117 155529.93999999997
-28.11286868137901 159026.32
-27.086532766777427 162574.71
-33.2151368192093 166175.49000000005
-32.02763046766445 169829.05
-36.505487955021046 173535.78
-47.457601345524175 181110.25
-108.92477137372357 184978.76999999996
-246.21730478359493 188901.99000000005
-571.5764285620617 192880.29
-1040.5143435746493 196914.06000000003
-1602.8751831437876 201003.68
-2219.1870909819636 205149.52999999994
-2881.480467284569 209352.0
-3576.48373132515 213611.48000000004
-4292.403119213427 217928.33999999997
-5013.570279834669 222302.9700000001
-5740.514345240481 226735.75999999995
