Pressure    Volume
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan 20520.952000000005
nan nan
nan nan
nan nan
nan nan
nan 22852.753000000004
nan 23339.353
nan nan
nan 24333.178000000004
615376.9365319738 24840.498000000007
nan nan
488516.0379758308 25876.196
nan nan
381948.36602844915 26940.288
341963.0720984391 27483.102999999996
306067.4227102215 28033.159999999985
271256.2055312185 28590.50800000001
237466.38982376637 29155.195000000003
nan nan
187675.52969033233 30306.77600000001
166480.30221424974 30893.766999999996
147103.79529330312 31488.288999999993
128869.85771903324 32090.38900000001
112038.2245651353 32700.116999999984
100379.74266771555 33317.518999999986
85210.17235876132 33942.643999999986
77162.08213230112 34575.539
66507.222630837 35216.25300000001
nan nan
52302.564353851965 36521.33000000001
45798.64492825676 37185.789
40170.39928700906 37858.258000000016
34102.844626636455 38538.786
29902.124877517625 39227.42099999999
26113.710219914403 39924.211
23195.8042025428 40629.202999999994
19588.115343026184 41342.446
16370.8847239426 42063.988000000005
14437.680820493455 42793.87699999999
12242.068725717523 43532.161
10789.874662202643 44278.886999999995
8837.865339476333 45034.104000000014
7527.730889652567 45797.85899999998
6109.919895128399 46570.20200000001
4958.225677643504 47351.179
4429.32476209718 48140.83900000001
3853.4861943580063 48939.22999999999
3185.7033838872107 49746.40000000001
2676.068950045066 50562.39599999998
2079.104757287739 51387.267
1679.418693151712 52221.060999999994
1367.325423547505 53063.82499999998
1254.465030336455 53915.60899999998
1140.062622418707 54776.45900000003
887.5087977023893 55646.424
584.413290835661 56525.550999999985
374.5393559007974 57413.89000000001
75.98409215995858 58311.48699999999
-120.88403264043052 59218.39100000003
-106.69557777413016 60134.648999999976
-269.0142789672738 61060.310999999994
-289.51864252730616 61995.42299999998
-351.3732370517095 62940.03399999999
-379.29275412789815 63894.19200000002
-345.1309216018502 64857.94400000001
-487.7954705505476 65831.33900000002
-308.6679756628454 66814.42500000002
-353.81483073248495 67807.25
-372.7788900972951 68809.86199999998
-438.57207940850515 69822.30799999999
-396.9748734792593 70844.637
-425.9117069017374 71876.897
-419.71350091448704 72919.13599999998
-445.8712265904859 73971.40099999998
-395.588008023209 75033.741
-375.97125824625175 76106.20400000001
-439.2576833685348 77188.83700000003
-436.41699234607756 78281.68999999997
-378.086719279504 79384.80899999998
-396.19663477004406 80498.24299999999
-356.844299855063 81622.04000000001
-353.06765744374366 82756.24699999999
-310.56513071550813 83900.91299999997
-304.76297617722565 85056.08599999998
-278.7253694439337 86221.814
-297.80849948006295 87398.14400000001
-296.2931677887928 88585.12600000002
-274.73192900840985 89782.80600000003
-252.14452492953598 90991.23199999999
-241.1111212177782 92210.45399999998
-253.60311743793153 93440.51800000001
-249.84702029141616 94681.473
-235.2908499876463 95933.36700000003
-229.7753098205161 97196.24799999998
-233.94211679775174 98470.16299999997
-227.23240097479257 99755.16100000001
-215.00511931461472 101051.29000000002
-209.72251069811935 102358.6
-201.8642319737903 103677.12999999998
-204.37084230107502 105006.93999999997
-207.57878089021358 106348.07000000005
-196.9727188765735 107700.58000000002
-188.24314897600655 109064.5
-189.1293198039231 110439.88999999994
-182.94222970988292 111826.79000000002
-179.04651947059577 113225.25
-179.2585595542831 114635.33000000002
-180.01324278612213 116057.07000000005
-167.52479537868203 117490.51000000001
-167.63941550198552 118935.69999999998
-162.22048979902317 120392.69999999998
-155.980429023607 121861.55000000002
-160.7584583961795 123342.30000000002
-141.26234444783884 124835.0
-137.6269799519096 126339.68999999997
-138.70341920284514 127856.41999999995
-137.54339992706082 129385.25
-124.01515837006923 130926.20999999998
-124.20795430063154 132479.35999999993
-120.18147554437677 134044.74
-120.661109890185 135622.40999999997
-134.57867012313315 137212.40999999997
-126.64326256554355 138814.79
-126.21227243796551 140429.59000000003
-125.13137162923303 142056.87000000005
-117.4859738497772 143696.66999999998
-115.13179464316755 145349.04
-118.10467559197886 147014.03
-121.05987464515862 148691.68999999997
-114.52091330957364 150382.06000000003
-119.74360996292208 152085.18999999997
-116.62768400517484 153801.14000000007
-118.84055658278676 155529.93999999997
-117.41388409167762 157271.66
-115.6751468490647 159026.32
-119.70606096548589 160793.99
-121.16467779581697 162574.71
-121.38609554435166 164368.52999999997
-118.42619429422128 166175.49000000005
-113.59578452897796 167995.64999999997
-111.44244456973469 169829.05
-117.9618769391172 171675.75
-111.84033275796651 173535.77999999997
-113.09860753055425 175409.20000000004
-116.35470351765119 179196.39000000007
-128.56341656915498 181110.25
-146.58773177243495 183037.70000000004
-180.3355908650906 184978.76999999996
-236.7502005927116 186933.52000000002
-334.8437402731004 188901.99000000005
-466.24879688608263 190884.22999999998
-653.4854279938191 192880.29
-873.1475451390813 194890.22000000006
-1121.3668378637967 196914.06000000003
-1392.3688250843404 198951.85999999993
-1678.6663977832325 201003.68
-1978.7622193856998 203069.55
-2290.4743355614305 205149.52999999994
-2615.8065363293053 207243.66000000003
-2953.154364149043 209352.0
-3293.8874073514603 211474.58999999997
-3644.6242152316213 213611.47999999998
-3995.897082011581 215762.71
-4354.32105287009 217928.33999999997
-4714.481446978852 220108.41000000003
-5078.833738872104 222302.97000000012
-5437.755752706445 224512.06999999995
-5800.208309151561 226735.75999999995
