Pressure Volume
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan 26404.668999999998
nan nan
1031790.5589377427 28590.508000000005
nan nan
688026.3127746461 30893.766999999996
nan 32090.389000000003
449905.4822322435 33317.518999999986
361163.7448152324 34575.539
291760.2688262558 35864.83400000002
233382.3224163848 37185.789
185323.6454922345 38538.786
146471.93755730928 39924.211
118780.01834523362 41342.446
92807.80306889639 42793.87699999999
72996.04014405613 44278.886999999995
56810.66709106852 45797.85899999999
43180.25809319805 47351.179
33398.912552924965 48939.229999999996
26647.774372666918 50562.395999999986
20276.26113716648 52221.06099999999
14937.89873794313 53915.60899999999
11191.835199761994 55646.424
8297.818740724038 57413.89000000001
6667.551628447953 59218.39100000003
4988.1964031817615 61060.31099999999
3641.7157622447703 62940.03399999999
2908.7951113077793 64857.94400000001
2143.606513827884 66814.42500000002
1476.1702509305899 68809.86199999998
1043.564010967412 70844.637
752.8320792974621 72919.13599999997
434.90730905820277 75033.741
285.8117048254463 77188.83700000003
66.27962992675272 79384.80899999998
63.69254681605788 81622.04000000001
10.870559998293208 83900.91299999997
-31.084157993236882 86221.814
-74.96549721654365 88585.126
-88.43590628524365 90991.232
-99.09369520530628 93440.518
-122.49712263304232 95933.36700000001
-139.25858744346883 98470.16299999997
-134.4539907888889 101051.29000000001
-160.1220180917561 103677.12999999998
-148.89703054062318 106348.07000000004
-149.6243146115493 109064.5
-157.45981000485256 111826.79000000001
-149.63571941688062 114635.33000000003
-140.3454783331041 117490.51000000001
-131.76384951914318 120392.69999999997
-109.90924226621368 123342.30000000003
-110.0648555294651 126339.68999999996
-104.2605096995102 129385.25
-109.43867035372291 132479.35999999993
-99.1000966089432 135622.40999999995
-92.27768398858161 138814.79
-98.57023985208467 142056.87000000005
-101.2065297112232 145349.04
-99.81905870330198 148691.68999999997
-105.91952367876578 152085.18999999997
-101.05236762844476 155529.93999999997
-105.65387645540206 159026.32
-99.81591165307357 162574.71
-100.9223704112505 166175.49000000005
-100.2955319823879 169829.05
-95.12740158575214 173535.78
-106.70188857288322 181110.25
-157.01753227486222 184978.76999999996
-300.0010074930539 188901.99000000005
-624.2407956217686 192880.29
-1094.6825277793084 196914.06000000003
-1653.3407715731464 201003.68
-2268.8736616858714 205149.52999999994
-2930.905174586673 209352.0
-3617.5401663702405 213611.48000000004
-4331.570866132264 217928.33999999997
-5056.20598390531 222302.9700000001
-5782.800590581162 226735.75999999995
