Pressure Volume
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan 33317.51899999999
761393.6126368534 34575.539
619746.2541801329 35864.83400000002
507632.37148565706 37185.789
413172.25725541776 38538.78600000001
335569.2221107353 39924.211
272813.72851183766 41342.446
220819.6848991607 42793.87699999999
177006.23111862707 44278.886999999995
143835.19896905925 45797.85899999999
114891.75711762495 47351.179
92998.84688262558 48939.229999999996
72787.02358110987 50562.395999999986
58082.29759852186 52221.06099999999
45709.55800162826 53915.60899999998
35699.9949984968 55646.424
28305.213936748496 57413.89000000001
22084.907492797192 59218.39100000003
17394.714354753854 61060.31099999999
13778.295587373168 62940.03399999999
10659.5993878116 64857.94400000001
8290.77500722786 66814.42500000002
6505.652987761494 68809.86199999998
5099.454925053239 70844.637
3929.250545033196 72919.13599999997
2998.8139075460354 75033.741
2347.1451541976703 77188.83700000003
1874.0886058806213 79384.80899999998
1443.435818302405 81622.04000000001
1120.1946067272806 83900.91299999997
847.8643634743441 86221.814
670.3247464544758 88585.126
513.7051243914722 90991.232
386.14489553955605 93440.518
276.64182907245976 95933.36700000001
185.31479478802882 98470.16299999997
119.18683987142428 101051.29000000001
81.60332453496669 103677.12999999998
33.22561136970638 106348.07000000004
14.743572999777818 109064.5
-26.617717040380434 111826.79000000001
-17.097606580520978 114635.33000000003
-27.7507762813887 117490.51000000001
-35.95309334749806 120392.69999999997
-49.71640689483653 123342.30000000003
-44.811917274533265 126339.68999999996
-53.454582089094814 129385.25
-50.198091247828785 132479.35999999993
-49.07614416910746 135622.40999999995
-60.931702451624496 138814.79
-64.71913203868928 142056.87000000005
-64.08284613772224 145349.04
-68.2815698147183 148691.68999999997
-72.70464035170654 152085.18999999997
-74.49669999420692 155529.93999999997
-73.88026418828406 159026.32
-77.25504774856324 162574.71
-78.1744243445668 166175.49000000005
-74.33121573074624 169829.05
-71.90697310119788 173535.78
-80.58494602312136 181110.25
-138.77989630892003 184978.76999999996
-278.95731954052894 188901.99000000005
-603.5280991667611 192880.29
-1068.223740759018 196914.06000000003
-1628.3497415493484 201003.68
-2245.791489741984 205149.52999999994
-2905.655521893788 209352.0
-3600.9897421342685 213611.48000000004
-4313.327471017034 217928.33999999997
-5036.274369501503 222302.9700000001
-5760.543478143788 226735.75999999995
